dataset,source,source_label,variant,row_type,metric,metric_label,mean,std,seeds,delta_vs_bm25,source_only_mean,source_only_delta_vs_bm25,delta_vs_whg_kv_controller,source_path_before_reorg,delta_vs_dense,delta_vs_colbertv2,source_only_delta_vs_dense,source_only_delta_vs_colbertv2
2wiki,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,f1,F1,77.30463731206275,0.2176752322972092,3,5.43151269484575,75.89402027596628,4.020895658749282,-11.020476667752988,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,75.89402027596628,0.0,3,4.020895658749282,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,em,EM,76.84213316369805,0.2208722079728574,3,5.5317005937234995,75.37372773536896,4.063295165394408,-11.270144189991512,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,em,EM,75.37372773536896,0.0,3,4.063295165394408,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,99.82506361323155,0.0,3,0.5725190839694676,98.10750636132316,-1.145038167938921,-0.06891433418151394,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,98.10750636132316,0.0,3,-1.145038167938921,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,68.94879134860051,0.3977416984860022,3,12.30916030534351,66.14980916030534,9.51017811704834,-23.552798982188293,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,66.14980916030534,0.0,3,9.51017811704834,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,f1,F1,88.32511397981574,0.21292154671586366,3,16.451989362598738,88.39122632467331,16.51810170745631,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,88.39122632467331,0.09932670237050562,3,16.51810170745631,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,em,EM,88.11227735368956,0.22122181525514406,3,16.801844783715012,88.18119168787108,16.870759117896526,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,em,EM,88.18119168787108,0.10495647727535314,3,16.870759117896526,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,99.89397794741306,0.027030425750593952,3,0.6414334181509815,99.02989821882952,-0.222646310432566,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,99.02989821882952,0.07022710612538151,3,-0.222646310432566,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,92.5015903307888,0.2908610235078175,3,35.8619592875318,92.5307463952502,35.89111535199321,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
2wiki,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,92.5307463952502,0.1371644299505449,3,35.89111535199321,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_20260528/paper_export/phase1d_bm25_source_level_ablation_table.csv,,,,
hotpotqa,bm25_only,BM25 only,bm25,dense_baseline,f1,F1,81.83482341404255,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.0,0.0,,
hotpotqa,bm25_only,BM25 only,bm25,dense_baseline,em,EM,81.64753544902094,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.0,0.0,,
hotpotqa,bm25_only,BM25 only,bm25,dense_baseline,all_recall@10,AR@10,99.85145172180958,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.0,0.0,,
hotpotqa,bm25_only,BM25 only,bm25,dense_baseline,all_recall@5,AR@5,67.73801485482782,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.0,0.0,,
hotpotqa,hyper_rag,BM25 + Hyper-RAG / co-occurrence-HG,controller_dense_hkvm,dense_plus_source_controller,f1,F1,81.48806770866169,0.029155126165322336,3,,71.07412325706801,,-5.317963866544133,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-0.34675570538085765,-0.34675570538085765,-10.760700156974536,-10.760700156974536
hotpotqa,hyper_rag,Hyper-RAG / co-occurrence-HG only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,71.07412325706801,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-10.760700156974536,-10.760700156974536,,
hotpotqa,hyper_rag,BM25 + Hyper-RAG / co-occurrence-HG,controller_dense_hkvm,dense_plus_source_controller,em,EM,81.30992572586091,0.03819617994255773,3,,70.72248480756245,,-5.352239477830295,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-0.33760972316002835,-0.33760972316002835,-10.925050641458483,-10.925050641458483
hotpotqa,hyper_rag,Hyper-RAG / co-occurrence-HG only,phase1c_mlp_topk_4,source_only_baseline,em,EM,70.72248480756245,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-10.925050641458483,-10.925050641458483,,
hotpotqa,hyper_rag,BM25 + Hyper-RAG / co-occurrence-HG,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,100.0,0.0,3,,98.20391627278866,,0.013504388926406818,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.14854827819041816,0.14854827819041816,-1.6475354490209213,-1.6475354490209213
hotpotqa,hyper_rag,Hyper-RAG / co-occurrence-HG only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,98.20391627278866,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-1.6475354490209213,-1.6475354490209213,,
hotpotqa,hyper_rag,BM25 + Hyper-RAG / co-occurrence-HG,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,72.64911096106235,0.2706124396162774,3,,57.704253882511814,,-7.931577762772903,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,4.911096106234524,4.911096106234524,-10.03376097231601,-10.03376097231601
hotpotqa,hyper_rag,Hyper-RAG / co-occurrence-HG only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,57.704253882511814,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-10.03376097231601,-10.03376097231601,,
hotpotqa,static_hg,BM25 + Static-HG,controller_dense_hkvm,dense_plus_source_controller,f1,F1,82.6178991409559,0.3044731518060427,3,,73.33969964182063,,-4.188132434249923,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.7830757269133528,0.7830757269133528,-8.495123772221916,-8.495123772221916
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,73.33969964182063,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-8.495123772221916,-8.495123772221916,,
hotpotqa,static_hg,BM25 + Static-HG,controller_dense_hkvm,dense_plus_source_controller,em,EM,82.42628854377672,0.31503809510551317,3,,73.01823092505064,,-4.2358766599144815,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.7787530947557855,0.7787530947557855,-8.62930452397029,-8.62930452397029
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,em,EM,73.01823092505064,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-8.62930452397029,-8.62930452397029,,
hotpotqa,static_hg,BM25 + Static-HG,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,100.0,0.0,3,,98.19041188386225,,0.013504388926406818,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.14854827819041816,0.14854827819041816,-1.6610398379473281,-1.6610398379473281
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,98.19041188386225,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-1.6610398379473281,-1.6610398379473281,,
hotpotqa,static_hg,BM25 + Static-HG,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,74.37317128066621,0.5616195219193713,3,,60.17555705604322,,-6.2075174431690385,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,6.635156425838389,6.635156425838389,-7.562457798784607,-7.562457798784607
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,60.17555705604322,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-7.562457798784607,-7.562457798784607,,
hotpotqa,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,f1,F1,81.9467819635088,0.15699783594566177,3,,73.69539605923919,,-4.859249611697024,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.11195854946625161,0.11195854946625161,-8.13942735480336,-8.13942735480336
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,73.69539605923919,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-8.13942735480336,-8.13942735480336,,
hotpotqa,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,em,EM,81.74656763448121,0.1651491004082277,3,,73.36934503713707,,-4.915597569209993,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.09903218546027404,0.09903218546027404,-8.27819041188387,-8.27819041188387
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,em,EM,73.36934503713707,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-8.27819041188387,-8.27819041188387,,
hotpotqa,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,99.932478055368,0.0,3,,95.38149898717083,,-0.05401755570559885,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.08102633355841249,0.08102633355841249,-4.469952734638753,-4.469952734638753
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,95.38149898717083,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-4.469952734638753,-4.469952734638753,,
hotpotqa,weighted_kg_ppr,BM25 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,73.85550303848751,0.4304490871170593,3,,61.350438892640106,,-6.725185685347739,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,6.117488183659688,6.117488183659688,-6.387575962187718,-6.387575962187718
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,61.350438892640106,0.0,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-6.387575962187718,-6.387575962187718,,
hotpotqa,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,f1,F1,86.80603157520582,0.02971020811141192,3,,82.92909204350202,,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,4.9712081611632755,4.9712081611632755,1.094268629459478,1.094268629459478
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,82.92909204350202,0.09222155096665813,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,1.094268629459478,1.094268629459478,,
hotpotqa,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,em,EM,86.6621652036912,0.03544455491339762,3,,82.70537924825568,,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,5.014629754670267,5.014629754670267,1.057843799234746,1.057843799234746
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,em,EM,82.70537924825568,0.08912441986596388,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,1.057843799234746,1.057843799234746,,
hotpotqa,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,99.9864956110736,0.0,3,,96.43934278640558,,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,0.13504388926401134,0.13504388926401134,-3.4121089354040066,-3.4121089354040066
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,96.43934278640558,0.02774888139981483,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,-3.4121089354040066,-3.4121089354040066,,
hotpotqa,weighted_hg_kv,BM25 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,80.58068872383525,0.048062472437686264,3,,74.09858203916272,,0.0,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,12.842673869007427,12.842673869007427,6.360567184334897,6.360567184334897
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,74.09858203916272,0.0902540520178441,3,,,,,results/source_level_diagnostics/phase1d_bm25_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_bm25_source_level_ablation_table.csv,6.360567184334897,6.360567184334897,,
